"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1e-04,5e-04,0.005,0.05,0.05,1,1,1,-16.1372753256749
"2",9.61766960490391e-05,0.00051783485379713,0.00500164095031365,0.0493332283737604,0.0522671172511591,0.832706404239212,1.04280722829663,0.989220246779064,-16.1466242243623
"3",9.83916209261737e-05,0.000487726437528409,0.00544490671370668,0.0429520799136869,0.049145575100032,0.962621163891118,0.977441404820601,0.997636653195406,-16.151814945352
"4",9.47886336588518e-05,0.000533788402642811,0.00535576053216809,0.0389189543458906,0.0451752534819815,1.14087642330592,0.99714603580404,0.998971449119997,-16.136948729595
"5",8.80191799439668e-05,0.000514683648406367,0.00468279450499697,0.0372070008592335,0.0418425715944358,1.12838786657007,1.06281621325839,0.995316682262023,-16.1518328318784
"6",8.54533044591146e-05,0.000570135549892707,0.00556876527271478,0.0325579015727973,0.036411577302136,1.06848743671564,1.22594922112902,0.993307390680097,-16.1408893650474
"7",9.46559407453045e-05,0.000565582110126653,0.00507932603684135,0.0446795700414274,0.0343429066826879,0.964738162852208,1.3144820728033,0.99509596099408,-16.1370640278325
"8",9.78318505713388e-05,0.000608589073378649,0.0048346005033272,0.044851906806096,0.0413968373069257,0.917168108444525,1.45742646905337,0.996519765269301,-16.1160630993653
"9",9.40669557897477e-05,0.000608354017296826,0.00510143886898065,0.0404991204267308,0.0510901440432208,0.956090592333836,1.34772087533669,0.98555729134038,-16.1183516011343
"10",9.59896366489373e-05,0.000672035197090149,0.00489070267931382,0.0436023440268572,0.0507339094365749,0.91332545888906,1.41804724982583,0.974766437664505,-16.1040381464691
"11",8.9214822342247e-05,0.000722854559243716,0.00493737604455095,0.0468427857126841,0.0494739466456663,0.868522939470157,1.36175169721629,0.972279995384251,-16.1029062273597
"12",9.07155899480146e-05,0.000686573225763717,0.00499713628547907,0.0439341104613468,0.0457341405544204,0.842179915482943,1.17448154205061,0.957026741265709,-16.1176774539771
"13",9.54626571124386e-05,0.000719352317299389,0.00514870519944486,0.0477922974442528,0.046867939453032,0.818071933161597,1.21641833208156,0.959880231860913,-16.1028329516051
"14",0.000100809805531845,0.000689918081373944,0.00502031101528955,0.0507605583339064,0.0582675344119638,0.864207759414827,1.17754463872539,0.944622566969919,-16.1062568235888
"15",9.40342134825638e-05,0.000718315706095207,0.00597521708144408,0.0487913302731389,0.0587288705831475,0.95963217785817,1.02359989076034,0.943370702005131,-16.1060661104503
"16",9.59700150821897e-05,0.00073773605700562,0.00586312221137741,0.0498061565066364,0.0574531358067459,0.99484123355486,1.0321692003259,0.937823235551882,-16.1014086589459
"17",9.73510646989069e-05,0.000762270431094513,0.00601168590210829,0.0555903835597624,0.0613972974998691,0.933335029859412,1.08846922882002,0.93952188335509,-16.0931906657741
"18",0.000104873631710404,0.00078507288502185,0.00581648776126943,0.0522575455666597,0.0603023048468459,0.899627224249899,0.94298757448783,0.938367157279048,-16.079102950662
"19",9.9772910773706e-05,0.000809517045335364,0.00578683441030836,0.0510686677038143,0.047200843681987,1.13177341485932,0.909680801459717,0.944519382698817,-16.0799107646754
"20",0.000102089882253769,0.000864763700412289,0.00606923079376778,0.0536075458677856,0.041294252454389,1.24708722609484,0.970186855594832,0.962354636571891,-16.0589886732594
"21",0.000105207221471001,0.000856856862993566,0.00593861570606308,0.0471204110373588,0.0340816593456504,1.3514405870742,1.02856090259931,0.957683887761187,-16.0650967582894
"22",9.67537301514477e-05,0.000908360821921798,0.00622385978286555,0.0543259202253046,0.0352696487149583,1.16177977774935,1.08317342399537,0.956224597373865,-16.0690162865104
"23",0.000100256815397942,0.000852227790319371,0.00577273976125005,0.0569740013745711,0.0368955605291357,1.2066367303157,0.993228330298037,0.958826270083813,-16.07201999264
"24",9.84053747758545e-05,0.0008767455683557,0.00514190298657717,0.0620159198625444,0.037201010943171,1.23473450250696,0.987186659369111,0.985409800118732,-16.0589919205104
"25",9.97891542304507e-05,0.000838748680896012,0.00527350139212329,0.0656627187741161,0.0346994197756085,1.26528280474185,0.938218163082365,0.983151290338159,-16.0687047155149
"26",9.92068389199592e-05,0.000906630693814839,0.00504201793511102,0.0572914251289158,0.0296582788936405,1.17234717076503,0.914661534891114,1.00093212588572,-16.0594200924766
"27",9.41753093098967e-05,0.000976322287565071,0.00436892915550432,0.0613980089933163,0.0216384146245168,1.11064192874373,0.980584805913099,1.01178898457445,-16.0825430327553
"28",0.000100218216156371,0.000955521230960527,0.00443808483153063,0.0591625102665362,0.0155580985699926,1.13310103406172,1.05116525963244,1.01656216320453,-16.1125571972368
"29",9.98218388262589e-05,0.000883529925435071,0.00414711458451533,0.0528293693646831,0.015507961399357,0.986590876194153,0.969063616103906,0.997571485428129,-16.1284519346736
"30",9.9734052232977e-05,0.000854662978601213,0.00399599765387066,0.0456259338564169,0.0194329390260894,0.987218170227723,1.00952562498547,0.998629854217773,-16.1088739734206
"31",9.94570551590843e-05,0.000845327151331444,0.0041421472417401,0.0476314967152264,0.0235235449204316,1.08644279186444,1.05563666024005,0.997798517946272,-16.092236524035
"32",9.7858085062486e-05,0.000806134699410709,0.00435387655434755,0.045244279019236,0.0232337968069996,1.00947867576254,0.974466602334523,0.98211328386583,-16.1060977325788
"33",9.8649248709361e-05,0.000714222140517637,0.00447551994421734,0.0460520774722396,0.0255444676346472,0.983840467847217,1.14440884037636,0.967656636086429,-16.1205226807123
"34",8.72164373917383e-05,0.000681486205260552,0.0044945541804633,0.0503405351163723,0.0281512379364352,0.969493040246313,1.19017518643625,0.9720910991208,-16.1331599533832
"35",8.73435701418758e-05,0.000685712014696687,0.00433724045974928,0.0528237477929936,0.033654945843667,1.13839200406601,1.30549490069764,0.975782146594373,-16.1227618264159
"36",8.56497257461764e-05,0.000651830332007904,0.00415408150434602,0.0580129903414065,0.0364586790970792,1.07657722133955,1.36634303820466,0.999842778542693,-16.1225552049595
"37",8.20808121193923e-05,0.000628040683737893,0.00338156617725467,0.0532142999052122,0.0413112700842118,1.01936908300577,1.37459797448775,1.00541728417873,-16.1309953005366
"38",8.32882454155127e-05,0.000664692619135004,0.00300919126532628,0.0482112580769533,0.0395996552307494,0.982617124942504,1.25646684285056,1.02047275138045,-16.1208056015015
"39",8.16305247568966e-05,0.000654026473278075,0.00300667668428537,0.0504635659022386,0.0386712152645168,1.15907100017782,1.33591911324897,1.0213338894894,-16.1239830554571
"40",7.13416944293267e-05,0.000641925732492909,0.00188113982837473,0.0497661510526934,0.0420167970485667,1.15338634939827,1.45264998272058,1.01416633142763,-16.160829956163
"41",6.99375937048633e-05,0.000630181096377773,0.00246065778835163,0.0508509645819885,0.0489878576418143,1.19221690287617,1.37333096584835,1.01296692832396,-16.1492037259812
"42",6.54766438844083e-05,0.000589626560239593,0.00235850739319305,0.0454334473068455,0.0550856776729718,1.02401500538461,1.36012077258008,1.00851013402823,-16.165056251352
"43",6.77217197432954e-05,0.000596270601988576,0.00171330776204593,0.0433904719345479,0.0487913088156916,0.966907173623766,1.09258821634918,1.00436910896246,-16.1786953145603
"44",6.52049376001204e-05,0.000531064668864443,0.00160487696875317,0.0409643637198059,0.0449889321067075,0.909029044008703,1.01242735317801,0.994026254350542,-16.1989910674358
"45",6.73147832349288e-05,0.000513526469185515,0.00182903687486954,0.0472479037616049,0.0469060672553328,0.881836333251406,0.965231969879357,1.00218267721871,-16.1922087270274
"46",7.28055011996313e-05,0.000567707002887519,0.00193095449958587,0.0423567941239622,0.050426435802638,0.803948194940837,0.94817251274721,0.999419554323277,-16.173816435719
"47",6.86857195229788e-05,0.000573780956282564,0.0019291204898785,0.0418416610957423,0.0536372983948514,0.703455797861705,1.06221883946277,0.99634758228142,-16.1779784568472
"48",6.68729816447684e-05,0.000652285010172199,0.00280696471839798,0.0417238861850093,0.0540481733176351,0.498756769449954,1.08553343460527,1.00216659185057,-16.1522818668577
"49",6.23786439157247e-05,0.000690154006834444,0.00235323287474314,0.0526987049607181,0.0534047043777624,0.360508260846333,1.22877390061118,0.987627959667641,-16.1669143370396
"50",6.05113132640406e-05,0.000717680031390371,0.00282278163404408,0.0526720387652803,0.0554382300500004,0.640491572635898,1.35958256230868,1.00106367461876,-16.1531698492168
"51",6.47358686415118e-05,0.000785081539772056,0.00330842740708039,0.052441070679807,0.0631184400954865,0.668008684709194,1.38171750164436,1.00427655070473,-16.1271589734175
"52",7.16731696953545e-05,0.000794295718477472,0.00391155719054164,0.0565298040079633,0.0685281124942566,0.628100969698098,1.31679762768007,1.00059618271099,-16.1084493365929
"53",7.44459498590906e-05,0.000822758113082179,0.00445964515968619,0.0619204243840246,0.0725521389937214,0.810548750238697,1.40625889694325,0.998656325017579,-16.0939293256429
"54",8.47103065492816e-05,0.000805154978691735,0.00469286265946193,0.0642354953381713,0.0687380096986624,0.689869183131377,1.36089327159259,1.00222292085458,-16.0775984866694
"55",8.55623362009386e-05,0.000866105650054202,0.00501946031381709,0.0703206746685013,0.0621335677572498,0.499581631407144,1.26872110759943,0.999938850489676,-16.0692750178407
"56",8.6319391003196e-05,0.000919757317313207,0.00493075223378639,0.0664892752883898,0.0551936282210591,0.367928538088614,1.19420942039271,0.992158971320941,-16.0665044406384
"57",8.33111607465027e-05,0.000941537832003087,0.00459923831805863,0.0667633704757493,0.0568046479131356,0.3,1.19502365986996,1.00232373618122,-16.0656977733371
"58",8.51577040970349e-05,0.000916749337092922,0.00414121381029342,0.0637405772429057,0.0564451541624804,0.302268912214691,1.24565999688204,0.994351587038152,-16.0722076146305
"59",8.24824972192668e-05,0.000973140421481345,0.00441495795186205,0.0693464974954668,0.0577399602859367,0.328611922948051,1.22965405472495,1.01575278691403,-16.0567105833362
"60",8.42731558054151e-05,0.000967466165514465,0.00437746821355276,0.0670599829179715,0.0572294364724944,0.424258685743894,1.12552244361209,0.998271866092749,-16.0612784227635
"61",8.97677077098296e-05,0.000922027837174716,0.00289494595297967,0.0654761009488161,0.0512354683024656,0.305989258461844,1.17533109478074,1.00843732472954,-16.0771200849362
"62",0.000102494101301901,0.000868190246590906,0.00256119588067507,0.0718660509066945,0.047933027818351,0.401878213615205,1.20781567588563,0.996941501731667,-16.0833716459391
"63",0.000102178520048792,0.000890898400097464,0.00250789115979084,0.0693437797720774,0.048810274039203,0.53688502183683,1.15469278141744,1.01081902082633,-16.0739497438389
"64",9.13047047255478e-05,0.000928940753977266,0.00112437425922673,0.0727199089969212,0.0508446733550486,0.625261572580855,1.10546952224349,0.993405708288213,-16.1659263318784
"65",8.72965891661488e-05,0.000935761867808503,0.001,0.0712928986360459,0.046686742468108,0.826117302602666,1.13449036297944,0.983401824029628,-16.1842235931437
"66",7.992184266996e-05,0.000848785634538194,0.00207509851634102,0.0698577170474536,0.0416227836116526,1.0096126863073,1.14255228545078,0.985070604369011,-16.1299619405819
