"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1e-04,5e-04,0.005,0.05,0.05,1,1,1
"2",9.03873552655271e-05,0.000548907264287416,0.00515477684833224,0.0438899712886789,0.0535755907501308,1.01632150063157,0.818105086511604,0.985850597144416
"3",9.33505495139974e-05,0.000505246568448219,0.00479418757588171,0.0356513356657547,0.057360035576034,1.12051532509027,0.838033420993809,0.974271509689444
"4",9.18069958674256e-05,0.000617202606140463,0.00545341169382739,0.0257069930062908,0.0593910101453036,1.06862961082554,0.76364422658843,0.978969252404725
"5",8.7863266907748e-05,0.000630949098356474,0.00572119066646736,0.0267705440178817,0.0582493956186809,1.0931759860272,0.704182936002192,0.970070235290242
"6",8.7863266907748e-05,0.000630949098356474,0.00572119066646736,0.0267705440178817,0.0582493956186809,1.0931759860272,0.704182936002192,0.970070235290242
"7",8.68088467872682e-05,0.000582504744634658,0.00622309016289193,0.0260489964893207,0.0539095841704654,1.19629892542371,0.807108558873636,0.963587414193863
"8",8.43834561591094e-05,0.000614748041581881,0.00609588600943755,0.0258161928288882,0.0519740761237269,1.21362833044263,0.947378861866641,0.980603025317191
"9",8.68485765910355e-05,0.00058444637266059,0.00695829111655968,0.023694444175039,0.0510254435616989,1.22135371149865,0.67059300212919,0.988401613116598
"10",7.67290492402544e-05,0.000614252974069578,0.00578413090269875,0.020791050654354,0.0496172678085773,1.2118876530481,0.560575738345569,0.991047737647849
"11",7.81196163146087e-05,0.000581428990613386,0.00571467624298814,0.01581235749856,0.0494544056986066,1.14682314586346,0.555481785197714,0.987769282448808
"12",8.17976240808012e-05,0.000678255760234893,0.00580292102628577,0.0181860548764658,0.0433886058943405,1.22540519226597,0.557064774722882,0.982256935425197
"13",8.64020328347674e-05,0.000653415621145765,0.0052978241327562,0.0128162642037993,0.0461178981924473,1.25062119335593,0.512680643766173,0.978557175405996
"14",8.60787632291834e-05,0.000613521838122591,0.00493291593335145,0.0104372847235389,0.0438623335660226,1.13446310159295,0.311331525515002,0.971484005742288
